id,request_id,source_system,department_id,asset_id,task_type,section_id,location_km,latitude,longitude,priority,severity,estimated_duration_minutes,required_block_type,safety_requirements,status,created_at
uuid-req-30,TMS-030,TMS,CIVIL,AST-031,Ultrasonic Flaw Detection,SEC-NDLS-AGC-01,30.2,28.449,77.3208,CRITICAL,39,30,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T07:17:12.371845+00:00
uuid-req-31,SMMS-031,SMMS,SIGNAL_TELECOM,AST-032,Track Circuit Inspection,SEC-NDLS-AGC-01,108.5,28.0575,77.634,CRITICAL,27,30,CAUTION,TRACK_CAUTION,PENDING,2026-09-04T11:17:12.371851+00:00
uuid-req-32,TMS-032,TMS,CIVIL,AST-033,Joint Inspection,SEC-NDLS-AGC-01,176.1,27.7195,77.90440000000001,CRITICAL,81,25,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T22:17:12.371857+00:00
uuid-req-33,SMMS-033,SMMS,SIGNAL_TELECOM,AST-034,Signaling Cable Trenching,SEC-NDLS-AGC-01,107.6,28.062,77.63040000000001,MEDIUM,82,30,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T05:17:12.371863+00:00
uuid-req-34,TDMS-034,TDMS,SIGNAL_TELECOM,AST-035,Signal Relay Testing,SEC-NDLS-AGC-01,77.8,28.211000000000002,77.5112,CRITICAL,41,60,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-03T16:17:12.371870+00:00
uuid-req-35,TMS-035,TMS,CIVIL,AST-036,Rail Grinding,SEC-NDLS-AGC-01,118.4,28.008000000000003,77.67360000000001,LOW,30,60,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T01:17:12.371876+00:00
uuid-req-36,TMS-036,TMS,CIVIL,AST-037,Track Rail Replacement,SEC-NDLS-AGC-01,52.0,28.34,77.408,HIGH,47,60,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T17:17:12.371882+00:00
uuid-req-37,SMMS-037,SMMS,SIGNAL_TELECOM,AST-038,Track Circuit Inspection,SEC-NDLS-AGC-01,150.4,27.848000000000003,77.80160000000001,CRITICAL,52,25,CAUTION,TRACK_CAUTION,PENDING,2026-09-06T10:17:12.371890+00:00
uuid-req-38,TMS-038,TMS,CIVIL,AST-039,Deep Ballast Tamping,SEC-NDLS-AGC-01,44.8,28.376,77.3792,LOW,25,25,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T11:17:12.371897+00:00
uuid-req-39,TMS-039,TMS,CIVIL,AST-040,Sleeper Fastening,SEC-NDLS-AGC-01,30.5,28.4475,77.322,MEDIUM,80,25,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-05T09:17:12.371903+00:00
uuid-req-40,TDMS-040,TDMS,SIGNAL_TELECOM,AST-041,Track Circuit Inspection,SEC-NDLS-AGC-01,153.4,27.833000000000002,77.81360000000001,MEDIUM,34,30,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-05T23:17:12.371909+00:00
uuid-req-41,TMS-041,TMS,CIVIL,AST-042,Deep Ballast Tamping,SEC-NDLS-AGC-01,115.2,28.024,77.66080000000001,CRITICAL,70,30,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T05:17:12.371916+00:00
uuid-req-42,TMS-042,TMS,CIVIL,AST-043,Weld Defect Rectification,SEC-NDLS-AGC-01,154.5,27.8275,77.818,LOW,25,45,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-04T06:17:12.371922+00:00
uuid-req-43,SMMS-043,SMMS,ELECTRICAL,AST-044,OHE Wire Inspection,SEC-NDLS-AGC-01,101.2,28.094,77.6048,HIGH,21,60,CAUTION,TRACK_CAUTION,PENDING,2026-09-05T23:17:12.371928+00:00
uuid-req-44,TDMS-044,TDMS,SIGNAL_TELECOM,AST-045,Track Circuit Inspection,SEC-NDLS-AGC-01,127.1,27.9645,77.7084,CRITICAL,39,60,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-03T18:17:12.371933+00:00
uuid-req-45,SMMS-045,SMMS,ELECTRICAL,AST-046,Insulator Wash,SEC-NDLS-AGC-01,161.6,27.792,77.8464,CRITICAL,79,60,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-05T02:17:12.371938+00:00
uuid-req-46,TDMS-046,TDMS,ELECTRICAL,AST-047,Cantilever Bracket Repair,SEC-NDLS-AGC-01,166.1,27.7695,77.8644,LOW,55,60,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T01:17:12.371943+00:00
uuid-req-47,SMMS-047,SMMS,SIGNAL_TELECOM,AST-048,Track Circuit Inspection,SEC-NDLS-AGC-01,5.7,28.5715,77.2228,HIGH,43,60,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T15:17:12.371950+00:00
uuid-req-48,TDMS-048,TDMS,ELECTRICAL,AST-049,Substation Transformer Check,SEC-NDLS-AGC-01,55.9,28.320500000000003,77.42360000000001,HIGH,21,90,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-06T02:17:12.371956+00:00
uuid-req-49,TMS-049,TMS,CIVIL,AST-050,Weld Defect Rectification,SEC-NDLS-AGC-01,81.3,28.1935,77.5252,MEDIUM,80,60,CAUTION,TRACK_CAUTION,PENDING,2026-09-06T10:17:12.371961+00:00
uuid-req-50,TMS-050,TMS,CIVIL,AST-001,Deep Ballast Tamping,SEC-NDLS-AGC-01,44.3,28.378500000000003,77.3772,MEDIUM,59,90,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T00:17:12.371967+00:00
uuid-req-51,SMMS-051,SMMS,ELECTRICAL,AST-002,Pantograph Strip Inspection,SEC-NDLS-AGC-01,199.3,27.6035,77.9972,HIGH,65,60,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T21:17:12.371972+00:00
uuid-req-52,TDMS-052,TDMS,ELECTRICAL,AST-003,Cantilever Bracket Repair,SEC-NDLS-AGC-01,24.1,28.4795,77.2964,MEDIUM,60,25,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-05T13:17:12.371978+00:00
uuid-req-53,TMS-053,TMS,CIVIL,AST-004,Ultrasonic Flaw Detection,SEC-NDLS-AGC-01,147.7,27.861500000000003,77.7908,HIGH,87,90,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-06T00:17:12.371983+00:00
uuid-req-54,TMS-054,TMS,CIVIL,AST-005,Deep Ballast Tamping,SEC-NDLS-AGC-01,45.5,28.372500000000002,77.382,MEDIUM,58,25,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-05T20:17:12.371989+00:00
uuid-req-55,SMMS-055,SMMS,ELECTRICAL,AST-006,OHE Wire Inspection,SEC-NDLS-AGC-01,194.9,27.625500000000002,77.9796,HIGH,36,60,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-06T11:17:12.371994+00:00
uuid-req-56,TDMS-056,TDMS,ELECTRICAL,AST-007,Pantograph Strip Inspection,SEC-NDLS-AGC-01,95.7,28.1215,77.5828,HIGH,43,25,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-03T23:17:12.371999+00:00
uuid-req-57,TMS-057,TMS,CIVIL,AST-008,Joint Inspection,SEC-NDLS-AGC-01,13.1,28.5345,77.25240000000001,CRITICAL,29,90,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T17:17:12.372006+00:00
uuid-req-58,TMS-058,TMS,CIVIL,AST-009,Joint Inspection,SEC-NDLS-AGC-01,112.6,28.037000000000003,77.6504,HIGH,30,30,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-03T13:17:12.372011+00:00
uuid-req-59,SMMS-059,SMMS,SIGNAL_TELECOM,AST-010,Axle Counter Maintenance,SEC-NDLS-AGC-01,119.2,28.004,77.6768,MEDIUM,86,60,CAUTION,TRACK_CAUTION,PENDING,2026-09-04T04:17:12.372017+00:00
uuid-req-60,TDMS-060,TDMS,ELECTRICAL,AST-011,Insulator Wash,SEC-NDLS-AGC-01,198.0,27.610000000000003,77.992,HIGH,27,90,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T10:17:12.372023+00:00
uuid-req-61,TMS-061,TMS,CIVIL,AST-012,Deep Ballast Tamping,SEC-NDLS-AGC-01,132.1,27.939500000000002,77.72840000000001,MEDIUM,50,30,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-06T03:17:12.372029+00:00
uuid-req-62,TMS-062,TMS,CIVIL,AST-013,Track Rail Replacement,SEC-NDLS-AGC-01,81.7,28.1915,77.52680000000001,CRITICAL,57,25,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T00:17:12.372034+00:00
uuid-req-63,SMMS-063,SMMS,ELECTRICAL,AST-014,Pantograph Strip Inspection,SEC-NDLS-AGC-01,14.2,28.529,77.2568,MEDIUM,53,90,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T06:17:12.372040+00:00
uuid-req-64,TMS-064,TMS,CIVIL,AST-015,Sleeper Fastening,SEC-NDLS-AGC-01,45.0,28.375,77.38000000000001,MEDIUM,54,30,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-06T05:17:12.372046+00:00
uuid-req-65,TMS-065,TMS,CIVIL,AST-016,Joint Inspection,SEC-NDLS-AGC-01,61.5,28.2925,77.446,HIGH,76,25,CAUTION,TRACK_CAUTION,PENDING,2026-09-04T22:17:12.372051+00:00
uuid-req-66,TDMS-066,TDMS,SIGNAL_TELECOM,AST-017,Track Circuit Inspection,SEC-NDLS-AGC-01,100.1,28.099500000000003,77.60040000000001,CRITICAL,76,25,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-06T07:17:12.372058+00:00
uuid-req-67,SMMS-067,SMMS,SIGNAL_TELECOM,AST-018,Track Circuit Inspection,SEC-NDLS-AGC-01,120.7,27.9965,77.6828,LOW,31,30,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-06T10:17:12.372064+00:00
uuid-req-68,TDMS-068,TDMS,ELECTRICAL,AST-019,Insulator Wash,SEC-NDLS-AGC-01,8.0,28.560000000000002,77.232,MEDIUM,80,90,CAUTION,TRACK_CAUTION,PENDING,2026-09-05T01:17:12.372069+00:00
uuid-req-69,TMS-069,TMS,CIVIL,AST-020,Sleeper Fastening,SEC-NDLS-AGC-01,87.2,28.164,77.5488,CRITICAL,31,60,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T08:17:12.372075+00:00
uuid-req-70,TDMS-070,TDMS,ELECTRICAL,AST-021,Substation Transformer Check,SEC-NDLS-AGC-01,134.0,27.93,77.736,MEDIUM,62,60,CAUTION,TRACK_CAUTION,PENDING,2026-09-05T00:17:12.372080+00:00
uuid-req-71,SMMS-071,SMMS,SIGNAL_TELECOM,AST-022,Axle Counter Maintenance,SEC-NDLS-AGC-01,7.3,28.5635,77.2292,LOW,60,45,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-05T22:17:12.372086+00:00
uuid-req-72,TDMS-072,TDMS,SIGNAL_TELECOM,AST-023,Axle Counter Maintenance,SEC-NDLS-AGC-01,165.0,27.775000000000002,77.86,LOW,89,60,CAUTION,TRACK_CAUTION,PENDING,2026-09-06T06:17:12.372092+00:00
uuid-req-73,TMS-073,TMS,CIVIL,AST-024,Sleeper Fastening,SEC-NDLS-AGC-01,72.4,28.238000000000003,77.4896,CRITICAL,76,25,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T02:17:12.372097+00:00
uuid-req-74,TMS-074,TMS,CIVIL,AST-025,Deep Ballast Tamping,SEC-NDLS-AGC-01,87.6,28.162000000000003,77.5504,CRITICAL,35,25,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-05T06:17:12.372103+00:00
uuid-req-75,TMS-075,TMS,CIVIL,AST-026,Deep Ballast Tamping,SEC-NDLS-AGC-01,110.2,28.049000000000003,77.6408,CRITICAL,31,30,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T01:17:12.372109+00:00
uuid-req-76,TMS-076,TMS,CIVIL,AST-027,Weld Defect Rectification,SEC-NDLS-AGC-01,166.4,27.768,77.8656,CRITICAL,57,90,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T07:17:12.372114+00:00
uuid-req-77,SMMS-077,SMMS,SIGNAL_TELECOM,AST-028,Signaling Cable Trenching,SEC-NDLS-AGC-01,48.7,28.3565,77.3948,MEDIUM,69,30,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-03T19:17:12.372120+00:00
uuid-req-78,TMS-078,TMS,CIVIL,AST-029,Joint Inspection,SEC-NDLS-AGC-01,14.0,28.53,77.256,CRITICAL,63,90,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-06T12:17:12.372127+00:00
uuid-req-79,SMMS-079,SMMS,ELECTRICAL,AST-030,Substation Transformer Check,SEC-NDLS-AGC-01,167.5,27.762500000000003,77.87,CRITICAL,39,60,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-03T23:17:12.372133+00:00
uuid-req-80,TDMS-080,TDMS,ELECTRICAL,AST-031,Substation Transformer Check,SEC-NDLS-AGC-01,110.4,28.048000000000002,77.6416,CRITICAL,78,45,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T06:17:12.372139+00:00
uuid-req-81,SMMS-081,SMMS,SIGNAL_TELECOM,AST-032,Point Machine Calibration,SEC-NDLS-AGC-01,171.2,27.744,77.8848,CRITICAL,25,45,CAUTION,TRACK_CAUTION,PENDING,2026-09-04T12:17:12.372145+00:00
uuid-req-82,TDMS-082,TDMS,SIGNAL_TELECOM,AST-033,Point Machine Calibration,SEC-NDLS-AGC-01,99.1,28.1045,77.5964,LOW,36,90,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-04T18:17:12.372151+00:00
uuid-req-83,TMS-083,TMS,CIVIL,AST-034,Joint Inspection,SEC-NDLS-AGC-01,169.0,27.755000000000003,77.876,LOW,87,60,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T18:17:12.372156+00:00
uuid-req-84,TDMS-084,TDMS,SIGNAL_TELECOM,AST-035,Point Machine Calibration,SEC-NDLS-AGC-01,15.0,28.525000000000002,77.26,HIGH,63,90,CAUTION,TRACK_CAUTION,PENDING,2026-09-06T02:17:12.372162+00:00
uuid-req-85,SMMS-085,SMMS,ELECTRICAL,AST-036,Insulator Wash,SEC-NDLS-AGC-01,76.0,28.220000000000002,77.504,HIGH,82,90,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-06T04:17:12.372168+00:00
uuid-req-86,TMS-086,TMS,CIVIL,AST-037,Weld Defect Rectification,SEC-NDLS-AGC-01,136.9,27.9155,77.7476,HIGH,49,25,CAUTION,TRACK_CAUTION,PENDING,2026-09-06T00:17:12.372173+00:00
uuid-req-87,TMS-087,TMS,CIVIL,AST-038,Rail Grinding,SEC-NDLS-AGC-01,33.3,28.433500000000002,77.3332,HIGH,23,25,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-06T05:17:12.372180+00:00
uuid-req-88,TDMS-088,TDMS,ELECTRICAL,AST-039,Substation Transformer Check,SEC-NDLS-AGC-01,75.0,28.225,77.5,MEDIUM,51,90,CAUTION,TRACK_CAUTION,PENDING,2026-09-05T13:17:12.372185+00:00
uuid-req-89,TMS-089,TMS,CIVIL,AST-040,Ultrasonic Flaw Detection,SEC-NDLS-AGC-01,15.8,28.521,77.2632,CRITICAL,50,60,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-05T18:17:12.372191+00:00
uuid-req-90,TMS-090,TMS,CIVIL,AST-041,Rail Grinding,SEC-NDLS-AGC-01,127.6,27.962,77.7104,CRITICAL,52,25,CAUTION,TRACK_CAUTION,PENDING,2026-09-05T00:17:12.372196+00:00
uuid-req-91,TMS-091,TMS,CIVIL,AST-042,Track Rail Replacement,SEC-NDLS-AGC-01,88.3,28.1585,77.5532,HIGH,58,60,JOINT_POSSESSION,TRACK_CAUTION,PENDING,2026-09-04T02:17:12.372202+00:00
uuid-req-92,TDMS-092,TDMS,ELECTRICAL,AST-043,Cantilever Bracket Repair,SEC-NDLS-AGC-01,199.9,27.6005,77.9996,CRITICAL,33,30,CAUTION,TRACK_CAUTION,PENDING,2026-09-04T15:17:12.372207+00:00
uuid-req-93,SMMS-093,SMMS,ELECTRICAL,AST-044,Substation Transformer Check,SEC-NDLS-AGC-01,4.4,28.578000000000003,77.2176,CRITICAL,55,25,SHUTDOWN,TRACK_CAUTION,PENDING,2026-09-06T06:17:12.372212+00:00
uuid-req-94,TDMS-094,TDMS,SIGNAL_TELECOM,AST-045,Track Circuit Inspection,SEC-NDLS-AGC-01,155.1,27.8245,77.8204,MEDIUM,65,30,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T04:17:12.372219+00:00
uuid-req-95,TMS-095,TMS,CIVIL,AST-046,Weld Defect Rectification,SEC-NDLS-AGC-01,19.4,28.503,77.2776,LOW,59,60,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T14:17:12.372225+00:00
uuid-req-96,TMS-096,TMS,CIVIL,AST-047,Track Rail Replacement,SEC-NDLS-AGC-01,181.9,27.6905,77.9276,HIGH,73,30,POWER_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T20:17:12.372230+00:00
uuid-req-97,SMMS-097,SMMS,ELECTRICAL,AST-048,Insulator Wash,SEC-NDLS-AGC-01,100.4,28.098000000000003,77.6016,HIGH,41,45,CAUTION,TRACK_CAUTION,PENDING,2026-09-04T23:17:12.372238+00:00
uuid-req-98,TDMS-098,TDMS,ELECTRICAL,AST-049,OHE Wire Inspection,SEC-NDLS-AGC-01,93.7,28.131500000000003,77.5748,LOW,38,30,CAUTION,TRACK_CAUTION,PENDING,2026-09-03T13:17:12.372244+00:00
uuid-req-99,SMMS-099,SMMS,ELECTRICAL,AST-050,OHE Wire Inspection,SEC-NDLS-AGC-01,158.1,27.8095,77.8324,LOW,53,90,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T02:17:12.372251+00:00
uuid-req-100,TDMS-100,TDMS,ELECTRICAL,AST-001,Substation Transformer Check,SEC-NDLS-AGC-01,116.9,28.015500000000003,77.66760000000001,HIGH,33,30,CAUTION,TRACK_CAUTION,PENDING,2026-09-06T09:17:12.372256+00:00
uuid-req-101,SMMS-101,SMMS,ELECTRICAL,AST-002,Insulator Wash,SEC-NDLS-AGC-01,44.3,28.378500000000003,77.3772,LOW,79,45,CAUTION,TRACK_CAUTION,PENDING,2026-09-05T22:17:12.372262+00:00
uuid-req-102,TMS-102,TMS,CIVIL,AST-003,Track Rail Replacement,SEC-NDLS-AGC-01,189.3,27.6535,77.9572,HIGH,83,25,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-05T06:17:12.372268+00:00
uuid-req-103,TMS-103,TMS,CIVIL,AST-004,Rail Grinding,SEC-NDLS-AGC-01,90.7,28.146500000000003,77.56280000000001,CRITICAL,39,60,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-03T22:17:12.372274+00:00
uuid-req-104,TDMS-104,TDMS,SIGNAL_TELECOM,AST-005,Track Circuit Inspection,SEC-NDLS-AGC-01,6.5,28.567500000000003,77.226,HIGH,47,60,CAUTION,TRACK_CAUTION,PENDING,2026-09-05T06:17:12.372279+00:00
uuid-req-105,SMMS-105,SMMS,ELECTRICAL,AST-006,OHE Wire Inspection,SEC-NDLS-AGC-01,196.2,27.619,77.9848,HIGH,89,45,TRAFFIC_BLOCK,TRACK_CAUTION,PENDING,2026-09-04T10:17:12.372285+00:00
