id,train_id,train_number,section_id,start_km,end_km,scheduled_arrival,scheduled_departure,actual_arrival,actual_departure,delay_minutes
PATH-12009-7,TRN-009,12009,SEC-NDLS-AGC-01,140.0,160.0,2026-09-07T05:26:00+00:00,2026-09-07T05:36:00+00:00,2026-09-07T05:26:00+00:00,2026-09-07T05:36:00+00:00,0
PATH-12009-8,TRN-009,12009,SEC-NDLS-AGC-01,160.0,180.0,2026-09-07T05:41:00+00:00,2026-09-07T05:51:00+00:00,2026-09-07T05:41:00+00:00,2026-09-07T05:51:00+00:00,0
PATH-12009-9,TRN-009,12009,SEC-NDLS-AGC-01,180.0,200.0,2026-09-07T05:56:00+00:00,2026-09-07T06:06:00+00:00,2026-09-07T05:56:00+00:00,2026-09-07T06:06:00+00:00,0
PATH-12010-0,TRN-010,12010,SEC-NDLS-AGC-01,0.0,20.0,2026-09-07T16:44:00+00:00,2026-09-07T16:54:00+00:00,2026-09-07T16:44:00+00:00,2026-09-07T16:54:00+00:00,0
PATH-12010-1,TRN-010,12010,SEC-NDLS-AGC-01,20.0,40.0,2026-09-07T16:59:00+00:00,2026-09-07T17:09:00+00:00,2026-09-07T16:59:00+00:00,2026-09-07T17:09:00+00:00,0
PATH-12010-2,TRN-010,12010,SEC-NDLS-AGC-01,40.0,60.0,2026-09-07T17:14:00+00:00,2026-09-07T17:24:00+00:00,2026-09-07T17:14:00+00:00,2026-09-07T17:24:00+00:00,0
PATH-12010-3,TRN-010,12010,SEC-NDLS-AGC-01,60.0,80.0,2026-09-07T17:29:00+00:00,2026-09-07T17:39:00+00:00,2026-09-07T17:29:00+00:00,2026-09-07T17:39:00+00:00,0
PATH-12010-4,TRN-010,12010,SEC-NDLS-AGC-01,80.0,100.0,2026-09-07T17:44:00+00:00,2026-09-07T17:54:00+00:00,2026-09-07T17:44:00+00:00,2026-09-07T17:54:00+00:00,0
PATH-12010-5,TRN-010,12010,SEC-NDLS-AGC-01,100.0,120.0,2026-09-07T17:59:00+00:00,2026-09-07T18:09:00+00:00,2026-09-07T17:59:00+00:00,2026-09-07T18:09:00+00:00,0
PATH-12010-6,TRN-010,12010,SEC-NDLS-AGC-01,120.0,140.0,2026-09-07T18:14:00+00:00,2026-09-07T18:24:00+00:00,2026-09-07T18:14:00+00:00,2026-09-07T18:24:00+00:00,0
PATH-12010-7,TRN-010,12010,SEC-NDLS-AGC-01,140.0,160.0,2026-09-07T18:29:00+00:00,2026-09-07T18:39:00+00:00,2026-09-07T18:29:00+00:00,2026-09-07T18:39:00+00:00,0
PATH-12010-8,TRN-010,12010,SEC-NDLS-AGC-01,160.0,180.0,2026-09-07T18:44:00+00:00,2026-09-07T18:54:00+00:00,2026-09-07T18:44:00+00:00,2026-09-07T18:54:00+00:00,0
PATH-12010-9,TRN-010,12010,SEC-NDLS-AGC-01,180.0,200.0,2026-09-07T18:59:00+00:00,2026-09-07T19:09:00+00:00,2026-09-07T18:59:00+00:00,2026-09-07T19:09:00+00:00,0
PATH-12011-0,TRN-011,12011,SEC-NDLS-AGC-01,0.0,20.0,2026-09-07T15:08:00+00:00,2026-09-07T15:18:00+00:00,2026-09-07T15:08:00+00:00,2026-09-07T15:18:00+00:00,0
PATH-12011-1,TRN-011,12011,SEC-NDLS-AGC-01,20.0,40.0,2026-09-07T15:23:00+00:00,2026-09-07T15:33:00+00:00,2026-09-07T15:23:00+00:00,2026-09-07T15:33:00+00:00,0
PATH-12011-2,TRN-011,12011,SEC-NDLS-AGC-01,40.0,60.0,2026-09-07T15:38:00+00:00,2026-09-07T15:48:00+00:00,2026-09-07T15:38:00+00:00,2026-09-07T15:48:00+00:00,0
PATH-12011-3,TRN-011,12011,SEC-NDLS-AGC-01,60.0,80.0,2026-09-07T15:53:00+00:00,2026-09-07T16:03:00+00:00,2026-09-07T15:53:00+00:00,2026-09-07T16:03:00+00:00,0
PATH-12011-4,TRN-011,12011,SEC-NDLS-AGC-01,80.0,100.0,2026-09-07T16:08:00+00:00,2026-09-07T16:18:00+00:00,2026-09-07T16:08:00+00:00,2026-09-07T16:18:00+00:00,0
PATH-12011-5,TRN-011,12011,SEC-NDLS-AGC-01,100.0,120.0,2026-09-07T16:23:00+00:00,2026-09-07T16:33:00+00:00,2026-09-07T16:23:00+00:00,2026-09-07T16:33:00+00:00,0
PATH-12011-6,TRN-011,12011,SEC-NDLS-AGC-01,120.0,140.0,2026-09-07T16:38:00+00:00,2026-09-07T16:48:00+00:00,2026-09-07T16:38:00+00:00,2026-09-07T16:48:00+00:00,0
PATH-12011-7,TRN-011,12011,SEC-NDLS-AGC-01,140.0,160.0,2026-09-07T16:53:00+00:00,2026-09-07T17:03:00+00:00,2026-09-07T16:53:00+00:00,2026-09-07T17:03:00+00:00,0
PATH-12011-8,TRN-011,12011,SEC-NDLS-AGC-01,160.0,180.0,2026-09-07T17:08:00+00:00,2026-09-07T17:18:00+00:00,2026-09-07T17:08:00+00:00,2026-09-07T17:18:00+00:00,0
PATH-12011-9,TRN-011,12011,SEC-NDLS-AGC-01,180.0,200.0,2026-09-07T17:23:00+00:00,2026-09-07T17:33:00+00:00,2026-09-07T17:23:00+00:00,2026-09-07T17:33:00+00:00,0
PATH-12012-0,TRN-012,12012,SEC-NDLS-AGC-01,0.0,20.0,2026-09-07T02:30:00+00:00,2026-09-07T02:40:00+00:00,2026-09-07T02:30:00+00:00,2026-09-07T02:40:00+00:00,15
PATH-12012-1,TRN-012,12012,SEC-NDLS-AGC-01,20.0,40.0,2026-09-07T02:45:00+00:00,2026-09-07T02:55:00+00:00,2026-09-07T02:45:00+00:00,2026-09-07T02:55:00+00:00,30
PATH-12012-2,TRN-012,12012,SEC-NDLS-AGC-01,40.0,60.0,2026-09-07T03:00:00+00:00,2026-09-07T03:10:00+00:00,2026-09-07T03:00:00+00:00,2026-09-07T03:10:00+00:00,19
PATH-12012-3,TRN-012,12012,SEC-NDLS-AGC-01,60.0,80.0,2026-09-07T03:15:00+00:00,2026-09-07T03:25:00+00:00,2026-09-07T03:15:00+00:00,2026-09-07T03:25:00+00:00,14
PATH-12012-4,TRN-012,12012,SEC-NDLS-AGC-01,80.0,100.0,2026-09-07T03:30:00+00:00,2026-09-07T03:40:00+00:00,2026-09-07T03:30:00+00:00,2026-09-07T03:40:00+00:00,18
PATH-12012-5,TRN-012,12012,SEC-NDLS-AGC-01,100.0,120.0,2026-09-07T03:45:00+00:00,2026-09-07T03:55:00+00:00,2026-09-07T03:45:00+00:00,2026-09-07T03:55:00+00:00,27
PATH-12012-6,TRN-012,12012,SEC-NDLS-AGC-01,120.0,140.0,2026-09-07T04:00:00+00:00,2026-09-07T04:10:00+00:00,2026-09-07T04:00:00+00:00,2026-09-07T04:10:00+00:00,45
PATH-12012-7,TRN-012,12012,SEC-NDLS-AGC-01,140.0,160.0,2026-09-07T04:15:00+00:00,2026-09-07T04:25:00+00:00,2026-09-07T04:15:00+00:00,2026-09-07T04:25:00+00:00,30
PATH-12012-8,TRN-012,12012,SEC-NDLS-AGC-01,160.0,180.0,2026-09-07T04:30:00+00:00,2026-09-07T04:40:00+00:00,2026-09-07T04:30:00+00:00,2026-09-07T04:40:00+00:00,34
PATH-12012-9,TRN-012,12012,SEC-NDLS-AGC-01,180.0,200.0,2026-09-07T04:45:00+00:00,2026-09-07T04:55:00+00:00,2026-09-07T04:45:00+00:00,2026-09-07T04:55:00+00:00,43
PATH-12013-0,TRN-013,12013,SEC-NDLS-AGC-01,0.0,20.0,2026-09-07T10:03:00+00:00,2026-09-07T10:13:00+00:00,2026-09-07T10:03:00+00:00,2026-09-07T10:13:00+00:00,0
PATH-12013-1,TRN-013,12013,SEC-NDLS-AGC-01,20.0,40.0,2026-09-07T10:18:00+00:00,2026-09-07T10:28:00+00:00,2026-09-07T10:18:00+00:00,2026-09-07T10:28:00+00:00,0
PATH-12013-2,TRN-013,12013,SEC-NDLS-AGC-01,40.0,60.0,2026-09-07T10:33:00+00:00,2026-09-07T10:43:00+00:00,2026-09-07T10:33:00+00:00,2026-09-07T10:43:00+00:00,0
PATH-12013-3,TRN-013,12013,SEC-NDLS-AGC-01,60.0,80.0,2026-09-07T10:48:00+00:00,2026-09-07T10:58:00+00:00,2026-09-07T10:48:00+00:00,2026-09-07T10:58:00+00:00,0
PATH-12013-4,TRN-013,12013,SEC-NDLS-AGC-01,80.0,100.0,2026-09-07T11:03:00+00:00,2026-09-07T11:13:00+00:00,2026-09-07T11:03:00+00:00,2026-09-07T11:13:00+00:00,0
